pollster,start_date,end_date,sample_size,sample_type,rep,dem,other,year,state,overlapping_special_election,dem_actual,rep_actual,other_actual,rep_won
Strategic Vision (R),2006/11/02,2006/11/04,800.0,LV,42,49,NA,2006,new-jersey,NA,53.3691396267672,44.3441759589702,2.28668441426267,0
Quinnipiac,2006/10/11,2006/10/16,1053.0,LV,30,65,NA,2006,new-york,NA,57.4163431640682,25.8029558578506,16.7807009780812,0
Marist,2006/10/30,2006/11/01,503.0,LV,32,65,NA,2006,new-york,NA,57.4163431640682,25.8029558578506,16.7807009780812,0
Siena,2006/10/30,2006/11/01,500.0,LV,28,65,NA,2006,new-york,NA,57.4163431640682,25.8029558578506,16.7807009780812,0
Siena,2006/09/13,2006/09/14,625.0,LV,33,62,NA,2006,new-york,NA,57.4163431640682,25.8029558578506,16.7807009780812,0
Zogby Interactive*,2006/09/19,2006/09/25,,,31,55,NA,2006,new-york,NA,57.4163431640682,25.8029558578506,16.7807009780812,0
CBS News/NY Times,2006/09/24,2006/09/27,734.0,RV,27,59,NA,2006,new-york,NA,57.4163431640682,25.8029558578506,16.7807009780812,0
Quinnipiac,2006/09/26,2006/10/01,1263.0,LV,31,66,NA,2006,new-york,NA,57.4163431640682,25.8029558578506,16.7807009780812,0
Siena,2006/10/09,2006/10/12,620.0,LV,32,59,NA,2006,new-york,NA,57.4163431640682,25.8029558578506,16.7807009780812,0
Zogby Interactive *,2006/10/10,2006/10/16,1008.0,LV,32,56,NA,2006,new-york,NA,57.4163431640682,25.8029558578506,16.7807009780812,0
Marist,2006/10/16,2006/10/18,475.0,LV,30,67,NA,2006,new-york,NA,57.4163431640682,25.8029558578506,16.7807009780812,0
Zogby Interactive*,2006/10/23,2006/10/27,,LV,33,57,NA,2006,new-york,NA,57.4163431640682,25.8029558578506,16.7807009780812,0
Mason-Dixon,2006/10/31,2006/11/02,625.0,LV,44,50,NA,2006,ohio,NA,56.1641316906994,43.8152176184728,0.0206506908278,0
Univ. of Cinci,2006/11/01,2006/11/05,1074.0,LV,44,56,NA,2006,ohio,NA,56.1641316906994,43.8152176184728,0.0206506908278,0
SurveyUSA,2006/11/03,2006/11/05,436.0,LV,42,54,NA,2006,ohio,NA,56.1641316906994,43.8152176184728,0.0206506908278,0
Columbus Dispatch*,2005/10/24,2005/11/03,1872.0,RV,31,35,NA,2006,ohio,NA,56.1641316906994,43.8152176184728,0.0206506908278,0
Rasmussen,2005/11/30,2005/11/30,500.0,LV,43,41,NA,2006,ohio,NA,56.1641316906994,43.8152176184728,0.0206506908278,0
Rasmussen,2006/01/03,2006/01/03,500.0,LV,45,40,NA,2006,ohio,NA,56.1641316906994,43.8152176184728,0.0206506908278,0
Hart Research (D),2006/02/02,2006/02/07,502.0,RV,47,36,NA,2006,ohio,NA,56.1641316906994,43.8152176184728,0.0206506908278,0
Rasmussen,2006/02/16,2006/02/16,500.0,LV,46,37,NA,2006,ohio,NA,56.1641316906994,43.8152176184728,0.0206506908278,0
Rasmussen,2006/03/28,2006/03/28,500.0,LV,45,42,NA,2006,ohio,NA,56.1641316906994,43.8152176184728,0.0206506908278,0
Rasmussen,2006/04/19,2006/04/19,500.0,LV,43,41,NA,2006,ohio,NA,56.1641316906994,43.8152176184728,0.0206506908278,0
Mason-Dixon,2006/04/24,2006/04/26,625.0,LV,47,36,NA,2006,ohio,NA,56.1641316906994,43.8152176184728,0.0206506908278,0
Feldman Group,2006/04/04,2006/04/27,800.0,LV,44,45,NA,2006,ohio,NA,56.1641316906994,43.8152176184728,0.0206506908278,0
Rasmussen,2006/05/08,2006/05/08,500.0,LV,41,44,NA,2006,ohio,NA,56.1641316906994,43.8152176184728,0.0206506908278,0
Battleground,2006/05/12,2006/05/14,650.0,LV,55,40,NA,2006,ohio,NA,56.1641316906994,43.8152176184728,0.0206506908278,0
University of Cincinnati,2006/05/09,2006/05/21,643.0,RV,52,42,NA,2006,ohio,NA,56.1641316906994,43.8152176184728,0.0206506908278,0
SurveyUSA,2006/06/10,2006/06/12,507.0,LV,39,48,NA,2006,ohio,NA,56.1641316906994,43.8152176184728,0.0206506908278,0
Zogby Interactive*,2006/06/13,2006/06/19,785.0,RV,34,46,NA,2006,ohio,NA,56.1641316906994,43.8152176184728,0.0206506908278,0
Rasmussen,2006/06/20,2006/06/20,500.0,LV,46,39,NA,2006,ohio,NA,56.1641316906994,43.8152176184728,0.0206506908278,0
Zogby Interactive*,2006/07/11,2006/07/19,953.0,LV,37,45,NA,2006,ohio,NA,56.1641316906994,43.8152176184728,0.0206506908278,0
Columbus Dispatch*,2006/07/11,2006/07/20,1654.0,RV,37,45,NA,2006,ohio,NA,56.1641316906994,43.8152176184728,0.0206506908278,0
Rasmussen,2006/07/27,2006/07/27,500.0,LV,42,44,NA,2006,ohio,NA,56.1641316906994,43.8152176184728,0.0206506908278,0
SurveyUSA,2006/08/05,2006/08/07,503.0,LV,41,49,NA,2006,ohio,NA,56.1641316906994,43.8152176184728,0.0206506908278,0
Zogby Interactive*,2006/08/15,2006/08/21,1045.0,LV,39,47,NA,2006,ohio,NA,56.1641316906994,43.8152176184728,0.0206506908278,0
Rasmussen,2006/08/22,2006/08/22,500.0,LV,42,45,NA,2006,ohio,NA,56.1641316906994,43.8152176184728,0.0206506908278,0
USA Today/Gallup,2006/08/23,2006/08/27,584.0,LV,40,46,NA,2006,ohio,NA,56.1641316906994,43.8152176184728,0.0206506908278,0
Zogby Interactive*,2006/08/29,2006/09/05,807.0,LV,41,45,NA,2006,ohio,NA,56.1641316906994,43.8152176184728,0.0206506908278,0
Rasmussen,2006/09/13,2006/09/13,500.0,LV,41,47,NA,2006,ohio,NA,56.1641316906994,43.8152176184728,0.0206506908278,0
University of Cincinnati,2006/09/07,2006/09/17,671.0,LV,47,51,NA,2006,ohio,NA,56.1641316906994,43.8152176184728,0.0206506908278,0
Quinnipiac,2006/09/11,2006/09/17,876.0,LV,44,45,NA,2006,ohio,NA,56.1641316906994,43.8152176184728,0.0206506908278,0
SurveyUSA,2006/09/18,2006/09/20,490.0,LV,42,52,NA,2006,ohio,NA,56.1641316906994,43.8152176184728,0.0206506908278,0
Columbus Dispatch*,2006/09/09,2006/09/22,1791.0,RV,42,47,NA,2006,ohio,NA,56.1641316906994,43.8152176184728,0.0206506908278,0
Zogby Interactive*,2006/09/19,2006/09/25,963.0,LV,41,45,NA,2006,ohio,NA,56.1641316906994,43.8152176184728,0.0206506908278,0
Mason-Dixon,2006/09/25,2006/09/27,625.0,LV,43,45,NA,2006,ohio,NA,56.1641316906994,43.8152176184728,0.0206506908278,0
Univ. of Akron,2006/08/20,2006/09/29,477.0,LV,42,42,NA,2006,ohio,NA,56.1641316906994,43.8152176184728,0.0206506908278,0
Reuters/Zogby,2006/09/25,2006/10/02,601.0,LV,41,41,NA,2006,ohio,NA,56.1641316906994,43.8152176184728,0.0206506908278,0
Rasmussen,2006/10/03,2006/10/03,500.0,LV,43,50,NA,2006,ohio,NA,56.1641316906994,43.8152176184728,0.0206506908278,0
SurveyUSA,2006/10/09,2006/10/11,515.0,LV,40,54,NA,2006,ohio,NA,56.1641316906994,43.8152176184728,0.0206506908278,0
Rasmussen,2006/10/12,2006/10/12,500.0,LV,42,48,NA,2006,ohio,NA,56.1641316906994,43.8152176184728,0.0206506908278,0
Univ. of Cinci,2006/10/09,2006/10/14,526.0,LV,45,52,NA,2006,ohio,NA,56.1641316906994,43.8152176184728,0.0206506908278,0
Quinnipiac,2006/10/10,2006/10/15,901.0,LV,41,53,NA,2006,ohio,NA,56.1641316906994,43.8152176184728,0.0206506908278,0
CBS News/NY Times,2006/10/11,2006/10/15,689.0,LV,35,49,NA,2006,ohio,NA,56.1641316906994,43.8152176184728,0.0206506908278,0
Zogby Interactive*,2006/10/10,2006/10/16,750.0,LV,45,49,NA,2006,ohio,NA,56.1641316906994,43.8152176184728,0.0206506908278,0
Mason-Dixon,2006/10/18,2006/10/20,625.0,LV,40,48,NA,2006,ohio,NA,56.1641316906994,43.8152176184728,0.0206506908278,0
LA Times/Bloomberg,2006/10/20,2006/10/23,507.0,LV,39,47,NA,2006,ohio,NA,56.1641316906994,43.8152176184728,0.0206506908278,0
Rasmussen,2006/10/24,2006/10/24,500.0,LV,43,54,NA,2006,ohio,NA,56.1641316906994,43.8152176184728,0.0206506908278,0
SurveyUSA,2006/10/23,2006/10/25,563.0,LV,37,57,NA,2006,ohio,NA,56.1641316906994,43.8152176184728,0.0206506908278,0
Zogby Interactive*,2006/10/23,2006/10/27,,LV,47,49,NA,2006,ohio,NA,56.1641316906994,43.8152176184728,0.0206506908278,0
CNN,2006/10/26,2006/10/29,542.0,LV,43,54,NA,2006,ohio,NA,56.1641316906994,43.8152176184728,0.0206506908278,0
Opinion Consultants,2006/10/22,2006/10/30,800.0,LV,44,51,NA,2006,ohio,NA,56.1641316906994,43.8152176184728,0.0206506908278,0
Reuters/Zogby,2006/10/24,2006/10/31,600.0,LV,42,49,NA,2006,ohio,NA,56.1641316906994,43.8152176184728,0.0206506908278,0
Columbus Dispatch*,2006/10/24,2006/11/03,1541.0,RV,38,62,NA,2006,ohio,NA,56.1641316906994,43.8152176184728,0.0206506908278,0
Mason-Dixon,2006/11/01,2006/11/03,625.0,LV,50,38,NA,2006,tennessee,NA,47.9892239440038,50.7124140056007,1.29836205039551,1
USA Today/Gallup,2006/11/01,2006/11/04,877.0,LV,49,46,NA,2006,tennessee,NA,47.9892239440038,50.7124140056007,1.29836205039551,1
Rasmussen,2006/11/04,2006/11/04,500.0,LV,51,47,NA,2006,tennessee,NA,47.9892239440038,50.7124140056007,1.29836205039551,1
SurveyUSA,2006/11/03,2006/11/05,679.0,LV,51,46,NA,2006,tennessee,NA,47.9892239440038,50.7124140056007,1.29836205039551,1
Decision Research (D),2005/02/22,2005/02/26,400.0,LV,37,39,NA,2006,tennessee,NA,47.9892239440038,50.7124140056007,1.29836205039551,1
Global Strat. (D),2005/03/22,2005/03/24,600.0,LV,24,28,NA,2006,tennessee,NA,47.9892239440038,50.7124140056007,1.29836205039551,1
Global Strat. (D),2005/10/13,2005/10/20,1500.0,LV,36,39,NA,2006,tennessee,NA,47.9892239440038,50.7124140056007,1.29836205039551,1
Rasmussen,2005/12/12,2005/12/12,500.0,LV,36,42,NA,2006,tennessee,NA,47.9892239440038,50.7124140056007,1.29836205039551,1
Rasmussen,2006/01/17,2006/01/17,500.0,LV,42,40,NA,2006,tennessee,NA,47.9892239440038,50.7124140056007,1.29836205039551,1
Rasmussen,2006/02/27,2006/02/27,500.0,LV,39,35,NA,2006,tennessee,NA,47.9892239440038,50.7124140056007,1.29836205039551,1
Rasmussen,2006/05/01,2006/05/01,500.0,LV,43,39,NA,2006,tennessee,NA,47.9892239440038,50.7124140056007,1.29836205039551,1
Zogby,2006/06/12,2006/06/12,502.0,LV,46,42,NA,2006,tennessee,NA,47.9892239440038,50.7124140056007,1.29836205039551,1
Univ. of TN,2006/07/05,2006/07/16,501.0,RV,42,35,NA,2006,tennessee,NA,47.9892239440038,50.7124140056007,1.29836205039551,1
Rasmussen,2006/07/16,2006/07/16,500.0,LV,49,37,NA,2006,tennessee,NA,47.9892239440038,50.7124140056007,1.29836205039551,1
Zogby Interactive*,2006/07/11,2006/07/19,,,43,44,NA,2006,tennessee,NA,47.9892239440038,50.7124140056007,1.29836205039551,1
Mason-Dixon,2006/07/17,2006/07/19,625.0,LV,49,36,NA,2006,tennessee,NA,47.9892239440038,50.7124140056007,1.29836205039551,1
Voter/Consumer Res.,2006/07/23,2006/07/25,500.0,LV,54,39,NA,2006,tennessee,NA,47.9892239440038,50.7124140056007,1.29836205039551,1
Rasmussen,2006/08/10,2006/08/10,500.0,LV,48,42,NA,2006,tennessee,NA,47.9892239440038,50.7124140056007,1.29836205039551,1
Benenson Strat. (D),2006/08/10,2006/08/15,1118.0,LV,42,44,NA,2006,tennessee,NA,47.9892239440038,50.7124140056007,1.29836205039551,1
Zogby Interactive*,2006/08/15,2006/08/21,,,48,44,NA,2006,tennessee,NA,47.9892239440038,50.7124140056007,1.29836205039551,1
Zogby Interactive*,2006/08/29,2006/09/05,,,45,43,NA,2006,tennessee,NA,47.9892239440038,50.7124140056007,1.29836205039551,1
Rasmussen,2006/09/05,2006/09/05,500.0,LV,45,44,NA,2006,tennessee,NA,47.9892239440038,50.7124140056007,1.29836205039551,1
SurveyUSA,2006/09/09,2006/09/11,638.0,LV,45,48,NA,2006,tennessee,NA,47.9892239440038,50.7124140056007,1.29836205039551,1
Benenson Strat (D),2006/09/21,2006/09/23,605.0,LV,39,45,NA,2006,tennessee,NA,47.9892239440038,50.7124140056007,1.29836205039551,1
Zogby Interactive*,2006/09/19,2006/09/25,,,48,42,NA,2006,tennessee,NA,47.9892239440038,50.7124140056007,1.29836205039551,1
Mason-Dixon,2006/09/25,2006/09/27,625.0,LV,42,43,NA,2006,tennessee,NA,47.9892239440038,50.7124140056007,1.29836205039551,1
Middle Tn. State U.,2006/09/19,2006/09/30,549.0,LV,43,42,NA,2006,tennessee,NA,47.9892239440038,50.7124140056007,1.29836205039551,1
USA Today/Gallup,2006/09/27,2006/10/01,598.0,LV,45,50,NA,2006,tennessee,NA,47.9892239440038,50.7124140056007,1.29836205039551,1
Rasmussen,2006/09/28,2006/10/01,500.0,LV,43,48,NA,2006,tennessee,NA,47.9892239440038,50.7124140056007,1.29836205039551,1
Reuters/Zogby,2006/09/25,2006/10/02,604.0,LV,40,40,NA,2006,tennessee,NA,47.9892239440038,50.7124140056007,1.29836205039551,1
Hamilton Beattie (D),2006/10/02,2006/10/04,800.0,LV,44,51,NA,2006,tennessee,NA,47.9892239440038,50.7124140056007,1.29836205039551,1
SurveyUSA,2006/10/07,2006/10/09,539.0,LV,48,46,NA,2006,tennessee,NA,47.9892239440038,50.7124140056007,1.29836205039551,1
Rasmussen,2006/10/11,2006/10/11,500.0,LV,46,48,NA,2006,tennessee,NA,47.9892239440038,50.7124140056007,1.29836205039551,1
Zogby Interactive*,2006/10/10,2006/10/16,906.0,LV,49,42,NA,2006,tennessee,NA,47.9892239440038,50.7124140056007,1.29836205039551,1
Mason-Dixon,2006/10/18,2006/10/20,625.0,LV,45,43,NA,2006,tennessee,NA,47.9892239440038,50.7124140056007,1.29836205039551,1
LA Times/Bloomberg,2006/10/20,2006/10/23,515.0,LV,49,44,NA,2006,tennessee,NA,47.9892239440038,50.7124140056007,1.29836205039551,1
Rasmussen,2006/10/23,2006/10/23,500.0,LV,49,47,NA,2006,tennessee,NA,47.9892239440038,50.7124140056007,1.29836205039551,1
Hamilton Beattie (D),2006/10/21,2006/10/24,800.0,LV,45,47,NA,2006,tennessee,NA,47.9892239440038,50.7124140056007,1.29836205039551,1
SurveyUSA,2006/10/22,2006/10/24,780.0,LV,48,48,NA,2006,tennessee,NA,47.9892239440038,50.7124140056007,1.29836205039551,1
Zogby Interactive*,2006/10/23,2006/10/27,,LV,49,48,NA,2006,tennessee,NA,47.9892239440038,50.7124140056007,1.29836205039551,1
Benenson Strat (D),2006/10/26,2006/10/28,560.0,LV,43,48,NA,2006,tennessee,NA,47.9892239440038,50.7124140056007,1.29836205039551,1
CNN,2006/10/26,2006/10/29,541.0,LV,52,44,NA,2006,tennessee,NA,47.9892239440038,50.7124140056007,1.29836205039551,1
Rasmussen,2006/10/30,2006/10/30,500.0,LV,49,47,NA,2006,tennessee,NA,47.9892239440038,50.7124140056007,1.29836205039551,1
Reuters/Zogby,2006/10/24,2006/10/31,600.0,LV,53,43,NA,2006,tennessee,NA,47.9892239440038,50.7124140056007,1.29836205039551,1
Hamilton Beattie (D),2006/10/31,2006/11/01,600.0,LV,40,46,NA,2006,tennessee,NA,47.9892239440038,50.7124140056007,1.29836205039551,1
Rasmussen,2006/11/02,2006/11/02,500.0,LV,53,45,NA,2006,tennessee,NA,47.9892239440038,50.7124140056007,1.29836205039551,1
Deseret News,2006/09/25,2006/09/28,922.0,RV,62,25,NA,2006,utah,NA,31.064924061535,62.360919524133,6.57415641433203,1
Rasmussen,2006/11/02,2006/11/02,500.0,LV,49,49,NA,2006,virginia,NA,49.5943166789358,49.2007618822626,1.20492143880158,0
USA Today/Gallup,2006/11/01,2006/11/03,916.0,LV,49,46,NA,2006,virginia,NA,49.5943166789358,49.2007618822626,1.20492143880158,0
Mason-Dixon,2006/11/01,2006/11/03,625.0,LV,45,46,NA,2006,virginia,NA,49.5943166789358,49.2007618822626,1.20492143880158,0
SurveyUSA,2006/11/03,2006/11/05,741.0,LV,44,52,NA,2006,virginia,NA,49.5943166789358,49.2007618822626,1.20492143880158,0
Rasmussen,2005/12/07,2005/12/07,500.0,LV,57,26,NA,2006,virginia,NA,49.5943166789358,49.2007618822626,1.20492143880158,0
Rasmussen,2006/02/08,2006/02/08,500.0,LV,49,37,NA,2006,virginia,NA,49.5943166789358,49.2007618822626,1.20492143880158,0
Rasmussen,2006/04/11,2006/04/11,500.0,LV,50,30,NA,2006,virginia,NA,49.5943166789358,49.2007618822626,1.20492143880158,0
Rasmussen,2006/06/14,2006/06/14,500.0,LV,51,41,NA,2006,virginia,NA,49.5943166789358,49.2007618822626,1.20492143880158,0
Benenson Strategy (D),2006/06/22,2006/06/27,601.0,LV,46,39,NA,2006,virginia,NA,49.5943166789358,49.2007618822626,1.20492143880158,0
SurveyUSA,2006/06/25,2006/06/27,533.0,LV,56,37,NA,2006,virginia,NA,49.5943166789358,49.2007618822626,1.20492143880158,0
Zogby,2006/07/12,2006/07/15,501.0,LV,47,37,NA,2006,virginia,NA,49.5943166789358,49.2007618822626,1.20492143880158,0
Rasmussen,2006/07/18,2006/07/18,500.0,LV,50,39,NA,2006,virginia,NA,49.5943166789358,49.2007618822626,1.20492143880158,0
Mason-Dixon,2006/07/25,2006/07/27,625.0,RV,48,32,NA,2006,virginia,NA,49.5943166789358,49.2007618822626,1.20492143880158,0
Rasmussen,2006/08/16,2006/08/16,500.0,LV,47,42,NA,2006,virginia,NA,49.5943166789358,49.2007618822626,1.20492143880158,0
SurveyUSA,2006/08/18,2006/08/20,576.0,LV,48,45,NA,2006,virginia,NA,49.5943166789358,49.2007618822626,1.20492143880158,0
Zogby Interactive*,2006/08/15,2006/08/21,,,47,48,NA,2006,virginia,NA,49.5943166789358,49.2007618822626,1.20492143880158,0
Zogby Interactive*,2006/08/29,2006/09/05,,,43,50,NA,2006,virginia,NA,49.5943166789358,49.2007618822626,1.20492143880158,0
Mason-Dixon,2006/09/05,2006/09/07,625.0,LV,46,42,NA,2006,virginia,NA,49.5943166789358,49.2007618822626,1.20492143880158,0
SurveyUSA,2006/09/10,2006/09/12,467.0,LV,48,45,NA,2006,virginia,NA,49.5943166789358,49.2007618822626,1.20492143880158,0
Zogby Interactive*,2006/09/19,2006/09/25,960.0,LV,49,44,NA,2006,virginia,NA,49.5943166789358,49.2007618822626,1.20492143880158,0
SurveyUSA,2006/09/24,2006/09/26,628.0,LV,49,44,NA,2006,virginia,NA,49.5943166789358,49.2007618822626,1.20492143880158,0
Mason-Dixon,2006/09/23,2006/09/27,625.0,LV,43,43,NA,2006,virginia,NA,49.5943166789358,49.2007618822626,1.20492143880158,0
SurveyUSA,2006/09/26,2006/09/28,612.0,LV,50,44,NA,2006,virginia,NA,49.5943166789358,49.2007618822626,1.20492143880158,0
USA Today/Gallup,2006/09/27,2006/10/01,597.0,LV,48,45,NA,2006,virginia,NA,49.5943166789358,49.2007618822626,1.20492143880158,0
Rasmussen,2006/09/28,2006/10/01,750.0,LV,49,43,NA,2006,virginia,NA,49.5943166789358,49.2007618822626,1.20492143880158,0
Reuters/Zogby,2006/09/25,2006/10/02,601.0,LV,48,37,NA,2006,virginia,NA,49.5943166789358,49.2007618822626,1.20492143880158,0
Washington Post,2006/10/10,2006/10/12,1004.0,LV,49,47,NA,2006,virginia,NA,49.5943166789358,49.2007618822626,1.20492143880158,0
Rasmussen,2006/10/12,2006/10/12,500.0,LV,49,46,NA,2006,virginia,NA,49.5943166789358,49.2007618822626,1.20492143880158,0
Zogby Interactive *,2006/10/10,2006/10/16,1017.0,LV,50,47,NA,2006,virginia,NA,49.5943166789358,49.2007618822626,1.20492143880158,0
LA Times/Bloomberg,2006/10/20,2006/10/23,385.0,LV,44,47,NA,2006,virginia,NA,49.5943166789358,49.2007618822626,1.20492143880158,0
SurveyUSA,2006/10/22,2006/10/24,613.0,LV,49,46,NA,2006,virginia,NA,49.5943166789358,49.2007618822626,1.20492143880158,0
Rasmussen,2006/10/24,2006/10/24,500.0,LV,50,48,NA,2006,virginia,NA,49.5943166789358,49.2007618822626,1.20492143880158,0
Zogby Interactive*,2006/10/23,2006/10/27,,LV,47,51,NA,2006,virginia,NA,49.5943166789358,49.2007618822626,1.20492143880158,0
Roanoke College,2006/10/22,2006/10/29,453.0,LV,45,42,NA,2006,virginia,NA,49.5943166789358,49.2007618822626,1.20492143880158,0
CNN,2006/10/26,2006/10/29,597.0,LV,46,50,NA,2006,virginia,NA,49.5943166789358,49.2007618822626,1.20492143880158,0
Garin Hart Yang (D),2006/10/26,2006/10/29,811.0,LV,43,47,NA,2006,virginia,NA,49.5943166789358,49.2007618822626,1.20492143880158,0
Rasmussen,2006/10/29,2006/10/29,500.0,LV,46,51,NA,2006,virginia,NA,49.5943166789358,49.2007618822626,1.20492143880158,0
Rasmussen,2006/10/26,2006/10/26,500.0,LV,42,54,NA,2006,washington,NA,56.8526980891035,39.9334080069721,3.2138939039244,0
SurveyUSA,2006/10/27,2006/10/29,774.0,LV,41,54,NA,2006,washington,NA,56.8526980891035,39.9334080069721,3.2138939039244,0
U. of Washington,2006/10/25,2006/10/31,700.0,RV,41,53,NA,2006,washington,NA,56.8526980891035,39.9334080069721,3.2138939039244,0
Mason-Dixon,2006/10/31,2006/11/02,625.0,LV,38,54,NA,2006,washington,NA,56.8526980891035,39.9334080069721,3.2138939039244,0
Strategic Vision (R),2005/05/15,2005/05/17,800.0,LV,36,49,NA,2006,washington,NA,56.8526980891035,39.9334080069721,3.2138939039244,0
Strategic Vision (R),2005/08/05,2005/08/07,800.0,RV,38,46,NA,2006,washington,NA,56.8526980891035,39.9334080069721,3.2138939039244,0
Strategic Vision (R),2005/09/19,2005/09/21,800.0,RV,39,46,NA,2006,washington,NA,56.8526980891035,39.9334080069721,3.2138939039244,0
Strategic Vision (R),2005/10/23,2005/10/25,800.0,RV,39,48,NA,2006,washington,NA,56.8526980891035,39.9334080069721,3.2138939039244,0
Rasmussen,2005/11/10,2005/11/10,500.0,LV,37,52,NA,2006,washington,NA,56.8526980891035,39.9334080069721,3.2138939039244,0
Rasmussen,2005/11/30,2005/11/30,500.0,LV,37,52,NA,2006,washington,NA,56.8526980891035,39.9334080069721,3.2138939039244,0
Strategic Vision (R),2005/12/02,2005/12/04,800.0,RV,39,50,NA,2006,washington,NA,56.8526980891035,39.9334080069721,3.2138939039244,0
Rasmussen,2006/01/02,2006/01/02,500.0,LV,36,51,NA,2006,washington,NA,56.8526980891035,39.9334080069721,3.2138939039244,0
Rasmussen,2006/01/24,2006/01/24,500.0,LV,36,50,NA,2006,washington,NA,56.8526980891035,39.9334080069721,3.2138939039244,0
Elway Poll,2006/02/06,2006/02/09,405.0,RV,25,55,NA,2006,washington,NA,56.8526980891035,39.9334080069721,3.2138939039244,0
Strategic Vision (R),2006/02/10,2006/02/12,800.0,LV,40,48,NA,2006,washington,NA,56.8526980891035,39.9334080069721,3.2138939039244,0
Rasmussen,2006/03/07,2006/03/07,500.0,LV,36,49,NA,2006,washington,NA,56.8526980891035,39.9334080069721,3.2138939039244,0
Strategic Vision (R),2006/03/24,2006/03/26,800.0,LV,39,49,NA,2006,washington,NA,56.8526980891035,39.9334080069721,3.2138939039244,0
Rasmussen,2006/04/04,2006/04/04,500.0,LV,40,48,NA,2006,washington,NA,56.8526980891035,39.9334080069721,3.2138939039244,0
Elway Poll,2006/04/20,2006/04/23,405.0,RV,23,52,NA,2006,washington,NA,56.8526980891035,39.9334080069721,3.2138939039244,0
Strategic Vision (R),2006/04/21,2006/04/23,800.0,LV,40,48,NA,2006,washington,NA,56.8526980891035,39.9334080069721,3.2138939039244,0
Rasmussen,2006/05/08,2006/05/08,500.0,LV,41,46,NA,2006,washington,NA,56.8526980891035,39.9334080069721,3.2138939039244,0
Strategic Vision (R),2006/05/19,2006/05/21,800.0,LV,42,47,NA,2006,washington,NA,56.8526980891035,39.9334080069721,3.2138939039244,0
Rasmussen,2006/06/13,2006/06/13,500.0,LV,40,44,NA,2006,washington,NA,56.8526980891035,39.9334080069721,3.2138939039244,0
Strategic Vision (R),2006/06/23,2006/06/25,800.0,LV,43,47,NA,2006,washington,NA,56.8526980891035,39.9334080069721,3.2138939039244,0
Elway Poll,2006/07/11,2006/07/13,400.0,RV,33,47,NA,2006,washington,NA,56.8526980891035,39.9334080069721,3.2138939039244,0
